Id,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
3348,37,F,OBC,Bakery,none,30000,2200,0,2,1,2,400,1,0.5,Eateries,12,12,7500
3349,45,M,OBC,General store,none,30000,2000,0,1,1,2,500,1,0.5,Retail Store,12,12,5000
3350,37,F,OBC,Envelope making,none,30000,2000,0,2,1,2,300,1,0.5,Business Services - I,12,12,5000
3351,28,F,OBC,Tailoring,none,32000,2200,0,0,1,3,350,1,0.5,Apparels,12,12,5000
3352,49,F,OBC,Carpenter/Wood business,none,24000,2000,0,1,1,2,250,1,0.5,Carpentery work,12,12,7500
3353,38,M,Gen,Tea stall,none,27000,1800,0,2,1,2,450,1,0.5,Eateries,12,12,5000
3354,35,F,Harijan,Papad business,none,72000,5000,0,1,1,2,125,1,0.5,Eateries,12,50,5000
3355,28,F,SC,Banana Cultivation,Others,7200,3000,0,2,1,4,280,1,0.5,Farming/ Agriculture,12,12,5000
3356,35,F,General,Poultry farm,Agriculture,9600,3300,0,2,1,4,290,1,0.5,Meat Businesses,12,12,5000
3357,30,F,Nuniya,Grocery store,none,96000,6000,0,2,1,3,125,1,0.5,Agro Based Businesses,12,50,5000
3358,35,F,Nuniya,Vegetable vendor,none,96000,6000,0,2,1,4,125,1,0.5,Agro Based Businesses,12,50,5000
3359,30,F,Nuniya,Spices and condiments business,none,96000,6000,0,1,1,3,125,1,0.5,Agro Based Businesses,12,50,5000
3360,35,F,Nuniya,Spices and condiments business,none,96000,6000,0,3,1,5,125,1,0.5,Agro Based Businesses,12,50,5000
3361,33,F,Nuniya,Carpenter/Wood business,none,96000,6000,0,3,1,5,125,1,0.5,Carpentery work,12,50,5000
3362,25,F,Kurmi,Tailoring,none,96000,6000,0,2,1,4,130,1,0.5,Apparels,12,50,5000
3363,26,F,Minority Comunity,Petty shop,none,36000,3000,0,2,1,1,113,1,0.5,Retail Store,12,12,5000
3364,36,F,Minority Comunity,Tiffin center,none,42000,3500,0,2,1,1,114,1,0.5,Eateries,12,12,5000
3365,37,F,SC,Carpenter/Wood business,none,36000,3000,0,3,1,1,112,1,0.5,Carpentery work,12,12,5000
3366,39,F,Minority Comunity,Carpenter/Wood business,none,36000,3000,0,2,1,1,113,1,0.5,Carpentery work,12,12,5000
3367,35,F,General,Goat rearing,Livestock rearing,6000,3200,0,1,1,3,350,1,0.5,Meat Businesses,12,12,5000
3368,25,F,General,Poultry farm,Agriculture,7200,3100,0,1,1,3,250,1,0.5,Meat Businesses,12,12,5000
3369,25,F,Kayshtha,Tailoring,none,72000,5000,0,2,0,4,125,1,0.5,Apparels,12,50,5000
3370,30,F,Nuniya,General store,none,72000,5000,0,2,1,4,125,1,0.5,Retail Store,12,50,5000
3371,45,F,Baniya,Tailoring,none,72000,5000,0,3,1,5,125,1,0.5,Apparels,12,50,5000
3372,30,F,Nuniya,Pottery making,none,96000,6000,0,3,1,5,125,1,0.5,Handicrafts,12,50,5000
3373,45,F,Nuniya,Pottery making,none,96000,6000,0,1,1,3,130,1,0.5,Handicrafts,12,50,5000
3374,39,F,General,School,none,0,12000,0,1,1,3,600,1,0.5,Education Loan,12,12,7000
3375,35,M,OBC,Betel shop,none,24000,1700,1,0,1,1,200,1,0.5,Tobacco Related Activities,12,12,5000
3376,43,F,General,School,none,24000,2500,0,1,1,3,400,1,0.5,Education Loan,12,12,7000
3377,25,F,General,School,none,12000,4000,0,1,1,3,400,1,0.5,Education Loan,12,12,6000
3378,25,F,Nai,Papad business,none,72000,5000,0,0,1,2,125,1,0.5,Eateries,12,50,5000
3379,35,F,General,School,none,0,6000,0,2,1,3,300,1,0.5,Education Loan,12,12,6000
3380,35,F,General,School,none,3000,2500,0,1,1,3,400,1,0.5,Education Loan,12,12,7000
3381,35,F,General,School,none,0,6000,0,1,1,3,500,1,0.5,Education Loan,12,12,6000
3382,30,F,Pashi,Grocery store,none,96000,6000,0,1,1,4,125,1,0.5,Agro Based Businesses,12,50,5000
3383,35,F,General,School,none,0,6000,0,1,1,3,600,1,0.5,Education Loan,12,12,6000
3384,43,F,General,11th and 12th,none,5000,7000,0,1,1,3,600,1,0.5,Education Loan,12,12,7000
3385,30,F,Agrawal,Tailoring,none,72000,5000,0,1,1,3,125,1,0.5,Apparels,12,50,5000
3386,45,F,General,School,none,0,5000,0,1,1,3,600,1,0.5,Education Loan,12,12,7000
3387,40,F,General,School,none,0,4000,0,1,1,3,600,1,0.5,Education Loan,12,12,7000
3388,41,M,GEN,Readymade Garments,none,30000,2000,0,2,1,1,350,1,0.5,Apparels,12,12,5000
3389,33,F,General,School,none,0,4000,0,2,1,3,600,1,0.5,Education Loan,12,12,14000
3390,30,F,General,School,none,24000,4000,0,2,1,4,600,1,0.5,Education Loan,12,12,10000
3391,37,F,General,School,none,0,3500,0,2,1,3,700,1,0.5,Education Loan,12,12,7000
3392,40,F,Nuniya,Cloth business,none,96000,6000,0,0,1,3,125,1,0.5,Apparels,12,50,5000
3393,45,F,Baniya,Basket making business,none,96000,6000,0,1,1,4,125,1,0.5,Handicrafts,12,50,5000
3394,40,F,Agrawal,Papad business,none,96000,6000,0,0,1,3,135,1,0.5,Eateries,12,50,5000
3395,45,F,Nuniya,Tailoring,none,60000,4000,0,0,1,2,125,1,0.5,Apparels,12,50,5000
3396,23,F,General,Poultry farm,none,6000,2900,0,1,1,3,350,1,0.5,Meat Businesses,12,12,5000
3397,46,F,SC,Banana Cultivation,Livestock rearing,4800,3500,0,0,1,4,350,1,0.5,Farming/ Agriculture,12,12,5000
3398,46,F,SC,Poultry farm,Others,7200,2700,0,0,1,2,350,1,0.5,Meat Businesses,12,12,5000
3399,42,F,General,Black smith,none,9600,3500,0,1,1,4,350,1,0.5,Construction Related Activities,12,12,5000
3400,21,M,OBC,Tiffin center,none,30000,2200,0,1,1,2,200,1,0.5,Eateries,12,12,5000
3401,28,M,A.C,Betel shop,none,36000,2500,1,0,1,5,550,1,0.5,Tobacco Related Activities,12,12,5000
3402,20,M,A.C,Betel shop,none,36000,2500,1,0,1,5,550,1,0.5,Tobacco Related Activities,12,12,5000
3403,24,M,OBC,Beauty salon,none,30000,2200,0,1,1,1,300,1,0.5,Beauty Salon,12,12,5000
3404,45,M,OBC,Tiffin center,none,26000,1800,0,3,1,1,400,1,0.5,Eateries,12,12,5000
3405,52,M,OBC,Carpenter/Wood business,none,24000,1800,0,1,1,2,300,1,0.5,Carpentery work,12,12,5000
3406,46,F,OBC,Applique work,none,32000,2200,0,0,1,3,350,1,0.5,Handicrafts,12,12,7500
3407,34,M,Gen,Sweets shop,none,24000,1800,0,2,1,1,400,1,0.5,Eateries,12,12,5000
3408,42,M,OBC,Betel shop,none,20000,1500,0,2,1,1,250,1,0.5,Tobacco Related Activities,12,12,5000
3409,33,M,Gen,Auto Rickshaw,none,30000,2200,0,1,1,1,300,1,0.5,Transportation Services,12,12,5000
3410,57,F,OBC,Fish vendor,none,24000,1700,1,0,1,2,400,1,0.5,Meat Businesses,12,12,5000
3411,37,M,Hindu,Mechanic,none,48000,3500,0,4,1,7,700,1,0.5,Repair Services,12,12,5000
3412,50,F,Minority Comunity,Eggs selling,none,18000,1500,0,0,1,1,112,1,0.5,Meat Businesses,12,12,5000
3413,46,M,Muslim,Electronic goods shop,none,42000,3000,0,4,1,6,800,1,0.5,Retail Store,12,12,5000
3414,29,M,Hindu,Bangles business,none,36000,2800,0,3,0,5,400,1,0.5,Artifical Jewellry Selling,12,12,5000
3415,46,M,Hindu,Sweets shop,none,48000,3500,0,2,0,4,500,1,0.5,Eateries,12,12,5000
3416,24,F,OBC,Tailoring,none,8000,3000,0,1,1,2,600,1,0.5,Apparels,12,12,5000
3417,45,M,Hindu,Betel shop,none,24000,3500,1,2,1,6,800,1,0.5,Tobacco Related Activities,12,12,5000
3418,35,F,OBC,Paddy processing,none,8000,3000,0,1,1,3,600,1,0.5,Agro Based Businesses,12,12,5000
3419,28,F,OBC,Paddy processing,none,8000,3000,0,2,1,4,600,1,0.5,Agro Based Businesses,12,12,5000
3420,50,F,OBC,Paddy processing,none,8000,3000,0,0,1,3,600,1,0.5,Agro Based Businesses,12,12,5000
3421,41,F,Hindu,Phenol Business,none,24000,3500,0,0,0,3,400,1,0.5,Business Services - II,12,12,5000
3422,49,F,Hindu,Book store,none,30000,3500,0,1,1,4,900,1,0.5,Retail Store,12,12,5000
3423,40,F,OBC,Paddy processing,none,8000,3000,0,1,1,3,600,1,0.5,Agro Based Businesses,12,12,5000
3424,27,F,OBC,Paddy processing,none,8000,3000,0,0,1,2,600,1,0.5,Agro Based Businesses,12,12,5000
3425,35,F,OBC,Goat rearing,none,6000,3000,0,3,1,5,600,1,0.5,Meat Businesses,12,12,5000
3426,40,M,Baniya,General store,none,72000,5000,0,0,1,2,125,1,0.5,Retail Store,12,50,5000
3427,33,F,Hindu,Grocery store,none,36000,4000,0,3,0,5,500,1,0.5,Agro Based Businesses,12,12,5000
3428,26,F,Hindu,Milk business,none,36000,2500,0,2,1,4,600,1,0.5,Animal husbandry,12,12,5000
3429,34,F,Hindu,Goat rearing,none,42000,3200,0,4,1,6,700,1,0.5,Meat Businesses,12,12,5000
3430,22,F,OBC,Paddy processing,none,14000,3000,0,1,1,3,700,1,0.5,Agro Based Businesses,12,12,5000
3431,41,F,Minority Comunity,Carpenter/Wood business,none,36000,3000,1,0,1,1,113,1,0.5,Carpentery work,12,12,5000
3432,30,F,OBC,Paddy processing,none,14000,3000,0,2,1,4,600,1,0.5,Agro Based Businesses,12,12,5000
3433,31,F,Hindu,Readymade Garments,none,48000,3500,0,4,1,6,800,1,0.5,Apparels,12,12,5000
3434,29,F,Minority Comunity,Tailoring,none,60000,5000,0,0,1,1,114,1,0.5,Apparels,12,12,5000
3435,27,F,Minority Comunity,Tailoring,none,48000,4000,0,3,1,1,114,1,0.5,Apparels,12,12,5000
3436,37,F,OBC,Rice business,none,24000,2000,0,0,1,1,110,1,0.5,Agro Based Businesses,12,12,5000
3437,40,F,Minority Comunity,Tailoring,none,54000,4500,0,3,1,3,114,1,0.5,Apparels,12,12,5000
3438,21,F,Minority Comunity,Tailoring,none,36000,3000,0,1,1,1,115,1,0.5,Apparels,12,12,5000
3439,39,F,Minority Comunity,Tailoring,none,48000,4000,0,4,1,1,114,1,0.5,Apparels,12,12,5000
3440,39,F,Minority Comunity,Carpenter/Wood business,none,42000,3500,0,3,1,1,114,1,0.5,Carpentery work,12,12,5000
3441,40,F,o,Cattle rearing,none,10000,3000,0,1,1,3,700,1,0.5,Animal husbandry,12,12,5000
3442,40,F,o,Paddy processing,none,10000,3000,0,2,1,4,600,1,0.5,Agro Based Businesses,12,12,5000
3443,25,F,OBC,Paddy processing,none,10000,3000,0,1,1,3,600,1,0.5,Agro Based Businesses,12,12,5000
3444,30,F,OBC,Mushroom cultivation,none,12000,3000,0,2,1,4,600,1,0.5,Farming/ Agriculture,12,12,5000
3445,24,F,OBC,Paddy processing,none,10000,3000,0,2,1,4,600,1,0.5,Agro Based Businesses,12,12,5000
3446,40,F,OBC,Leaf plate making,none,10000,3000,0,1,1,3,600,1,0.5,Agro Based Businesses,12,12,5000
3447,24,F,OBC,School,none,60000,4500,0,2,0,4,400,1,0.5,Education Loan,12,12,3000
3448,25,F,OBC,School,none,60000,60000,0,2,1,4,300,1,0.5,Education Loan,12,12,3000
3449,40,F,ST,School,none,91200,7000,0,4,1,6,600,1,0.5,Education Loan,12,12,3000
3450,28,F,ST,School,none,57600,57600,0,2,1,4,400,1,0.5,Education Loan,12,12,3000
3451,32,F,ST,School,none,72000,60000,0,3,1,5,400,1,0.5,Education Loan,12,12,3000
3452,28,F,gen,School,none,15000,4000,0,3,0,5,400,1,0.5,Education Loan,12,12,3000
3453,43,F,Hindu,Tailoring,none,24000,4000,0,3,1,5,700,1,0.5,Apparels,12,12,5000
3454,35,F,gen,School,none,24000,4500,0,4,0,6,400,1,0.5,Education Loan,12,12,3000
3455,36,F,OBC,School,none,60000,60000,0,4,1,6,400,1,0.5,Education Loan,12,12,3000
3456,30,F,ST,School,none,48000,4000,1,2,1,4,400,1,0.5,Education Loan,12,12,3000
3457,39,F,SC,School,none,60000,5000,1,1,1,3,400,1,0.5,Education Loan,12,12,3000
3458,36,F,gen,School,none,24000,6000,2,3,1,7,400,1,0.5,Education Loan,12,12,3000
3459,41,F,ST,11th and 12th,none,60000,60000,1,2,1,4,600,1,0.5,Education Loan,12,12,3000
3460,25,F,gen,School,none,0,7000,0,3,1,5,400,1,0.5,Education Loan,12,12,3000
3461,49,F,ST,School,none,48000,4000,0,1,1,2,300,1,0.5,Education Loan,12,12,3000
3462,40,F,ST,11th and 12th,none,72000,6000,0,1,0,4,300,1,0.5,Education Loan,12,12,3000
3463,33,F,gen,School,none,12000,6000,0,3,1,5,400,1,0.5,Education Loan,12,12,3000
3464,32,F,NA,School,none,36000,7000,0,2,1,4,400,1,0.5,Education Loan,12,12,3000
3465,28,F,gen,School,none,15000,5000,0,3,1,5,400,1,0.5,Education Loan,12,12,3000
3466,36,F,NA,School,none,72000,5000,0,1,1,4,400,1,0.5,Education Loan,12,12,3000
3467,41,F,ST,School,none,48000,4000,0,5,1,400,300,1,0.5,Education Loan,12,12,3000
3468,25,F,OBC,School,none,72000,6000,1,2,1,5,500,1,0.5,Education Loan,12,12,3000
3469,26,F,OBC,School,none,36000,3000,0,2,1,4,400,1,0.5,Education Loan,12,12,3000
3470,27,F,OBC,School,none,0,6000,0,3,1,5,300,1,0.5,Education Loan,12,12,3000
3471,46,F,Minority Comunity,Bakery,none,48000,4000,0,2,1,1,115,1,0.5,Eateries,12,12,5000
3472,36,F,General,School,none,60000,5000,1,3,1,5,300,1,0.5,Education Loan,12,12,3000
3473,36,F,OBC,School,none,48000,3500,2,1,1,6,400,1,0.5,Education Loan,12,12,3000
3474,39,F,Minority Comunity,Tailoring,none,78000,6500,0,3,1,4,115,1,0.5,Apparels,12,12,5000
3475,25,F,Minority Comunity,Poultry farm,none,36000,3000,0,2,1,1,115,1,0.5,Meat Businesses,12,12,5000
3476,47,F,Minority Comunity,Carpenter/Wood business,none,60000,5000,0,0,1,2,114,1,0.5,Carpentery work,12,12,5000
3477,30,F,Minority Comunity,Betel shop,none,36000,3000,0,1,1,1,113,1,0.5,Tobacco Related Activities,12,12,5000
3478,22,F,Minority Comunity,Betel shop,none,48000,4000,0,1,1,1,113,1,0.5,Tobacco Related Activities,12,12,5000
3479,37,F,Hindu,Tailoring,none,24000,3500,0,2,1,4,900,1,0.5,Apparels,12,12,5000
3480,43,F,Hindu,Betel shop,none,18000,4000,0,2,0,5,500,1,0.5,Tobacco Related Activities,12,12,5000
3481,31,F,OBC,Tiffin center,none,42000,3500,0,3,1,1,113,1,0.5,Eateries,12,12,5000
3482,40,F,OBC,Bangles business,none,60000,5000,0,4,1,3,115,1,0.5,Artifical Jewellry Selling,12,12,5000
3483,32,F,Hindu,Puffed rice business,none,18000,3500,0,2,0,4,400,1,0.5,Eateries,12,12,5000
3484,42,F,OBC,Vegetable vendor,none,72000,6000,0,1,1,3,114,1,0.5,Agro Based Businesses,12,12,5000
3485,39,F,gen,11th and 12th,none,36000,10000,0,3,1,5,400,1,0.5,Education Loan,12,12,3000
3486,26,F,gen,School,none,36000,6000,0,1,1,3,400,1,0.5,Education Loan,12,12,3000
3487,26,F,gen,School,none,24000,5000,1,1,1,4,400,1,0.5,Education Loan,12,12,3000
3488,34,F,gen,School,none,0,5500,0,2,1,4,400,1,0.5,Education Loan,12,12,3000
3489,28,M,Muslim,Vegetable vendor,none,48000,3500,0,1,0,5,400,1,0.5,Agro Based Businesses,12,12,5000
3490,30,M,Hindu,Variety Store,none,36000,5000,0,3,1,7,900,1,0.5,Retail Store,12,12,5000
3491,31,F,OBC,Carpenter/Wood business,none,36000,3000,0,4,1,1,113,1,0.5,Carpentery work,12,12,5000
3492,40,F,OBC,Applique work,Agriculture,24000,2500,0,1,1,3,800,1,0.5,Handicrafts,12,12,5000
3493,28,F,OBC,Milk business,Agriculture,36000,4000,0,1,1,3,600,1,0.5,Animal husbandry,12,12,5000
3494,30,F,SC,Coir work,Agriculture,24000,2500,0,3,1,5,600,1,0.5,Handicrafts,12,12,5000
3495,26,M,Hindu,Readymade Garments,none,48000,4000,0,2,1,6,700,1,0.5,Apparels,12,12,5000
3496,40,F,SC,Coir work,Agriculture,12000,1500,0,1,1,3,400,1,0.5,Handicrafts,12,12,5000
3497,30,F,SC,Coir work,Agriculture,24000,3000,0,2,1,4,600,1,0.5,Handicrafts,12,12,5000
3498,27,F,SC,Coir work,Agriculture,27000,3500,0,1,1,3,600,1,0.5,Handicrafts,12,12,5000
3499,35,F,OBC,Milk business,Agriculture,30000,3500,0,1,1,3,600,1,0.5,Animal husbandry,12,12,5000
3500,45,F,OBC,Milk business,Agriculture,18000,2500,0,1,1,3,600,1,0.5,Animal husbandry,12,12,5000
3501,35,F,OBC,Milk business,Agriculture,20000,3500,0,1,1,3,800,1,0.5,Animal husbandry,12,12,5000
3502,35,F,OBC,Applique work,Agriculture,24000,3500,0,1,1,3,800,1,0.5,Handicrafts,12,12,5000
3503,40,F,OBC,Milk business,Agriculture,30000,50000,0,0,1,2,600,1,0.5,Animal husbandry,12,12,5000
3504,27,F,SC,Milk business,Agriculture,24000,3000,0,1,1,3,600,1,0.5,Animal husbandry,12,12,5000
3505,40,F,OBC,Milk business,Agriculture,36000,4500,0,0,1,4,600,1,0.5,Animal husbandry,12,12,5000
3506,55,F,SC,Goat rearing,Agriculture,24000,2500,0,0,1,4,250,1,0.5,Meat Businesses,12,12,5000
3507,39,F,Minority,Poultry farm,Agriculture,24000,3500,0,3,1,5,400,1,0.5,Meat Businesses,12,12,5000
3508,44,F,OBC,Vegetable vendor,none,24000,2000,0,0,1,1,112,1,0.5,Agro Based Businesses,12,12,5000
3509,35,F,Minority,Tailoring,Agriculture,36000,4500,0,2,1,4,250,1,0.5,Apparels,12,12,5000
3510,43,F,Minority,Milk business,Agriculture,24000,3500,0,1,1,4,600,1,0.5,Animal husbandry,12,12,5000
3511,30,F,Minority,Poultry farm,Agriculture,36000,4500,0,2,1,4,400,1,0.5,Meat Businesses,12,12,5000
3512,54,F,OBC,Milk business,Agriculture,24000,4500,1,0,1,3,400,1,0.5,Animal husbandry,12,12,5000
3513,30,F,OBC,Tailoring,Agriculture,36000,4500,0,1,1,3,600,1,0.5,Apparels,12,12,5000
3514,25,F,OBC,Carpenter/Wood business,none,42000,3500,0,2,1,1,114,1,0.5,Carpentery work,12,12,5000
3515,21,F,OBC,Vegetable vendor,none,42000,3500,0,2,1,1,113,1,0.5,Agro Based Businesses,12,12,5000
3516,52,F,OBC,Carpenter/Wood business,none,96000,8000,0,1,1,4,115,1,0.5,Carpentery work,12,12,5000
3517,53,F,OBC,Carpenter/Wood business,none,66000,5500,0,3,1,5,113,1,0.5,Carpentery work,12,12,5000
3518,37,F,OBC,Dry fish selling,none,42000,3500,0,4,1,1,114,1,0.5,Meat Businesses,12,12,5000
3519,22,F,OBC,Tea stall,none,36000,3000,0,1,1,1,115,1,0.5,Eateries,12,12,5000
3520,49,F,OBC,Dry fish selling,none,66000,6600,0,0,1,2,115,1,0.5,Meat Businesses,12,12,5000
3521,55,F,OBC,General store,none,24000,2000,0,0,1,1,112,1,0.5,Retail Store,12,12,5000
3522,51,F,OBC,Goat rearing,none,36000,3000,0,0,1,1,113,1,0.5,Meat Businesses,12,12,5000
3523,53,F,OBC,Vegetable vendor,none,84000,7000,0,1,1,3,114,1,0.5,Agro Based Businesses,12,12,5000
3524,32,M,Hindu,Readymade Garments,none,48000,3500,0,3,0,5,500,1,0.5,Apparels,12,12,5000
3525,36,M,Muslim,Readymade Garments,none,42000,3500,1,2,1,5,800,1,0.5,Apparels,12,12,5000
3526,24,M,Muslim,Photo studio,none,36000,4000,0,1,1,5,900,1,0.5,Retail Store,12,12,5000
3527,25,F,Minority,Handloom Work,Others,19000,3800,0,1,1,3,450,1,0.5,Handicrafts,12,12,5000
3528,21,M,Muslim,Saree business,none,48000,5000,0,1,0,6,600,1,0.5,Apparels,12,12,5000
3529,28,F,obc,Cattle rearing,none,8900,3000,0,2,1,4,500,1,0.5,Animal husbandry,12,12,5000
3530,26,M,Muslim,Labour,none,36000,5000,0,1,1,6,900,1,0.5,Construction Related Activities,12,12,5000
3531,25,F,OBC,Paddy processing,none,3300,3000,0,1,1,3,500,1,0.5,Agro Based Businesses,12,12,5000
3532,24,M,Muslim,Saree business,none,42000,3000,0,0,1,3,900,1,0.5,Apparels,12,12,5000
3533,19,M,Muslim,Electrician,none,42000,3500,0,4,1,6,800,1,0.5,Business Services - I,12,12,5000
3534,37,F,Minority,Handloom Work,Others,18000,3800,0,2,1,4,470,1,0.5,Handicrafts,12,12,5000
3535,28,F,Minority,Handloom Work,Others,20000,4000,0,2,1,4,470,1,0.5,Handicrafts,12,12,5000
3536,28,F,Minority,Handloom Work,Others,20000,4000,0,2,1,4,630,1,0.5,Handicrafts,12,12,5000
3537,43,F,Minority,Handloom Work,Others,18000,3600,0,2,1,4,480,1,0.5,Handicrafts,12,12,5000
3538,37,F,Minority,Handloom Work,Others,18000,3000,0,0,1,2,470,1,0.5,Handicrafts,12,12,5000
3539,39,F,Minority,Handloom Work,Others,18000,4800,0,1,1,4,480,1,0.5,Handicrafts,12,12,5000
3540,50,F,Minority,Handloom Work,Others,18000,4000,0,2,1,4,520,1,0.5,Handicrafts,12,12,5000
3541,27,F,Minority,Handloom Work,Others,20000,4000,0,2,1,4,590,1,0.5,Handicrafts,12,12,5000
3542,42,F,Minority,Handloom Work,Others,18000,3800,0,2,1,4,500,1,0.5,Handicrafts,12,12,5000
3543,31,M,Hindu,Vegetable vendor,none,48000,3500,0,3,0,5,400,1,0.5,Agro Based Businesses,12,12,5000
3544,35,F,OBC,Cattle rearing,none,3600,3000,0,0,1,3,550,1,0.5,Animal husbandry,12,12,5000
3545,35,M,Hindu,Vegetable vendor,none,48000,3500,0,4,0,6,500,1,0.5,Agro Based Businesses,12,12,5000
3546,29,F,OBC,Tailoring,none,2800,3000,0,1,1,3,650,1,0.5,Apparels,12,12,5000
3547,52,F,OBC,Paddy processing,none,8000,3000,0,0,1,4,700,1,0.5,Agro Based Businesses,12,12,5000
3548,29,F,OBC,Cattle rearing,none,4200,3000,0,1,1,3,620,1,0.5,Animal husbandry,12,12,5000
3549,31,F,Minority,Handloom Work,Others,19000,3500,0,2,1,4,480,1,0.5,Handicrafts,12,12,5000
3550,31,F,Minority,Handloom Work,Others,19000,4000,0,2,1,4,500,1,0.5,Handicrafts,12,12,5000
3551,30,M,Hindu,Fodder business,none,42000,3500,0,4,0,6,400,1,0.5,Agro Based Businesses,12,12,5000
3552,41,F,Minority,Handloom Work,Others,18000,3500,0,2,1,4,500,1,0.5,Handicrafts,12,12,5000
3553,35,F,Minority,Handloom Work,Others,18000,3700,0,2,1,4,480,1,0.5,Handicrafts,12,12,5000
3554,44,M,Hindu,Fodder business,none,45000,3500,1,3,0,6,400,1,0.5,Agro Based Businesses,12,12,5000
3555,29,F,OBC,Paddy processing,Agriculture,7200,3000,0,1,1,3,350,1,0.5,Agro Based Businesses,12,12,5000
3556,29,F,SC,Poultry farm,Agriculture,6000,3100,0,1,1,3,330,1,0.5,Meat Businesses,12,12,5000
3557,40,F,Minority,Handloom Work,Others,18000,3500,0,2,1,4,550,1,0.5,Handicrafts,12,12,5000
3558,31,F,OBC,Poultry farm,Agriculture,7200,3200,0,2,1,4,280,1,0.5,Meat Businesses,12,12,5000
3559,31,M,Hindu,Vegetable vendor,none,45000,3500,0,4,0,6,500,1,0.5,Agro Based Businesses,12,12,5000
3560,30,F,Minority,Handloom Work,Others,19000,3900,0,2,1,4,520,1,0.5,Handicrafts,12,12,5000
3561,38,F,Minority,Handloom Work,Others,18000,3600,0,2,1,4,460,1,0.5,Handicrafts,12,12,5000
3562,32,F,OBC,Poultry farm,Others,4800,3300,0,2,1,4,350,1,0.5,Meat Businesses,12,12,5000
3563,50,F,Minority,Handloom Work,Others,18000,4200,0,1,1,4,460,1,0.5,Handicrafts,12,12,5000
3564,32,F,OBC,General store,Others,9600,3000,0,2,1,4,350,1,0.5,Retail Store,12,12,5000
3565,48,F,SC,Handloom Work,Others,18000,4500,0,0,1,4,460,1,0.5,Handicrafts,12,12,5000
3566,35,F,Minority,Handloom Work,Others,20000,4000,0,2,1,4,470,1,0.5,Handicrafts,12,12,5000
3567,28,F,OBC,Poultry farm,Agriculture,6000,3000,0,2,1,4,260,1,0.5,Meat Businesses,12,12,5000
3568,36,F,Minority,Handloom Work,Others,19000,4000,0,1,1,4,460,1,0.5,Handicrafts,12,12,5000
3569,42,F,OBC,Milk business,Agriculture,8400,3600,0,1,1,5,380,1,0.5,Animal husbandry,12,12,5000
3570,31,F,OBC,Poultry farm,Agriculture,10800,3400,0,2,1,4,350,1,0.5,Meat Businesses,12,12,5000
3571,30,F,OBC,Goat rearing,Agriculture,12000,3500,0,2,1,4,280,1,0.5,Meat Businesses,12,12,5000
3572,32,F,OBC,Poultry farm,Agriculture,6000,2500,0,1,1,3,260,1,0.5,Meat Businesses,12,12,5000
3573,44,F,OBC,Milk business,Livestock rearing,4800,3500,0,0,1,3,260,1,0.5,Animal husbandry,12,12,5000
3574,29,F,OBC,Tailoring,Others,7200,3200,0,2,1,4,380,1,0.5,Apparels,12,12,5000
3575,33,M,Hindu,Vegetable vendor,none,40000,2500,0,0,1,3,800,1,0.5,Agro Based Businesses,12,12,5000
3576,48,F,Minority,Handloom Work,Others,18000,3600,0,1,1,3,450,1,0.5,Handicrafts,12,12,5000
3577,41,F,Minority,Handloom Work,Others,18000,4000,0,1,1,4,430,1,0.5,Handicrafts,12,12,5000
3578,36,F,Minority,Handloom Work,Others,19000,4000,0,1,1,4,510,1,0.5,Handicrafts,12,12,5000
3579,36,F,Minority,Handloom Work,Others,19000,5200,0,1,1,4,480,1,0.5,Handicrafts,12,12,5000
3580,30,M,Muslim,Upholstery,none,48000,3500,2,3,1,7,1000,1,0.5,Handicrafts,12,12,5000
3581,30,F,Minority,Handloom Work,Others,19000,3800,0,2,1,4,470,1,0.5,Handicrafts,12,12,5000
3582,44,F,Minority,Handloom Work,Others,19000,3600,0,0,1,3,460,1,0.5,Handicrafts,12,12,5000
3583,24,F,Minority,Handloom Work,Others,20000,3800,0,2,1,4,510,1,0.5,Handicrafts,12,12,5000
3584,37,F,Minority,Handloom Work,Others,19000,3600,0,2,1,4,500,1,0.5,Handicrafts,12,12,5000
3585,26,F,Minority,Handloom Work,Others,18000,4500,0,2,1,4,500,1,0.5,Handicrafts,12,12,5000
3586,30,F,General,General store,Others,7200,3000,0,1,1,3,350,1,0.5,Retail Store,12,12,5000
3587,45,F,General,Milk business,Agriculture,6000,2500,0,0,1,2,300,1,0.5,Animal husbandry,12,12,5000
3588,44,F,General,Goat rearing,Agriculture,4800,3600,0,0,1,4,300,1,0.5,Meat Businesses,12,12,5000
3589,26,F,General,Duck rearing,Daily wage labourer,6000,3400,0,1,1,3,350,1,0.5,Animal husbandry,12,12,5000
3590,33,F,General,Processed food business,Agriculture,8400,3500,0,2,1,4,300,1,0.5,Eateries,12,12,5000
3591,34,F,General,Poultry farm,Others,7200,3200,0,2,1,4,330,1,0.5,Meat Businesses,12,12,5000
3592,35,F,General,Tailoring,Others,12000,3000,0,2,1,4,300,1,0.5,Apparels,12,12,5000
3593,30,M,Hindu,Spices and condiments business,none,42000,3000,0,2,1,5,900,1,0.5,Agro Based Businesses,12,12,5000
